"","player_name","position","date_of_birth","age","nationality","club_name","league_name","season","year","first_name","second_name","goals_scored","assists","total_points","minutes.played","goals_conceded","creativity","influence","threat","bonus","bps","ict_index","clean_sheets","red_cards","yellow_cards","selected_by_percent","now_cost","position_index","fpl_to_min"
"453","Kieran Gibbs","Left-Back","1989-09-26T00:00:00Z",27,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Kieran","Gibbs",0,2,86,2826,44,359.6,484.6,131,2,483,97.7,8,0,3,0.4,50,"2",3.04317055909413
"454","Max Melbourne","Left-Back","1998-10-24T00:00:00Z",18,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Max","Melbourne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"2",NA
"455","Kane Wilson","Right-Back","2000-03-11T00:00:00Z",17,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Kane","Wilson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,"2",NA
"456","Grzegorz Krychowiak","Defensive Midfield","1990-01-29T00:00:00Z",27,"Poland","West Bromwich Albion","Premier League","2017/2018",2017,"Grzegorz","Krychowiak",0,3,58,1634,30,220.9,271.8,91,4,249,58.4,4,0,2,0.1,47,"3",3.54957160342717
"457","Jake Livermore","Defensive Midfield","1989-11-14T00:00:00Z",27,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Jake","Livermore",2,2,89,2671,41,313.1,454.6,207,6,375,97.8,8,0,5,0.4,48,"3",3.33208536128791
"458","Claudio Yacob","Defensive Midfield","1987-07-18T00:00:00Z",29,"Argentina","West Bromwich Albion","Premier League","2017/2018",2017,"Claudio","Yacob",0,0,23,898,17,29.1,142.8,59,0,124,23.2,3,0,5,0.2,43,"3",2.56124721603563
"459","Gareth Barry","Defensive Midfield","1981-02-23T00:00:00Z",36,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Gareth","Barry",1,2,56,1921,35,274.9,347.8,195,0,287,82,4,0,4,0.8,44,"3",2.91514836022905
"460","James Morrison","Central Midfield","1986-05-25T00:00:00Z",31,"Scotland","West Bromwich Albion","Premier League","2017/2018",2017,"James","Morrison",1,0,13,205,1,40.4,56,47,0,35,14.5,2,0,0,0,53,"3",6.34146341463415
"461","Sam Field","Central Midfield","1998-05-08T00:00:00Z",19,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Sam","Field",1,0,23,534,7,64.8,102.4,95,2,70,26.3,4,0,3,0.1,44,"3",4.30711610486891
"462","Rekeem Harper","Central Midfield","2000-03-08T00:00:00Z",17,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Rekeem","Harper",0,0,1,20,0,20.4,6.6,0,0,6,2.7,0,0,0,0,45,"3",5
"463","Chris Brunt","Left Midfield","1984-12-14T00:00:00Z",32,"Northern Ireland","West Bromwich Albion","Premier League","2017/2018",2017,"Chris","Brunt",0,8,81,1917,23,651.1,421.8,155,6,380,122.9,9,0,5,0.5,50,"3",4.22535211267606
"464","Nacer Chadli","Left Winger","1989-08-02T00:00:00Z",27,"Belgium","West Bromwich Albion","Premier League","2017/2018",2017,"Nacer","Chadli",1,0,15,213,4,26.4,44.4,35,3,38,10.6,1,0,1,0.2,56,"4",7.04225352112676
"465","James McClean","Left Winger","1989-04-22T00:00:00Z",28,"Ireland","West Bromwich Albion","Premier League","2017/2018",2017,"James","McClean",1,0,45,1391,20,299,237.4,279,1,153,80.2,6,0,7,0.1,47,"4",3.23508267433501
"466","Hal Robson-Kanu","Left Winger","1989-05-21T00:00:00Z",28,"Wales","West Bromwich Albion","Premier League","2017/2018",2017,"Hal","Robson-Kanu",2,0,32,816,14,115.9,121.2,264,1,83,49.5,4,1,2,0.4,49,"4",3.92156862745098
"467","Matt Phillips","Right Winger","1991-03-13T00:00:00Z",26,"Scotland","West Bromwich Albion","Premier League","2017/2018",2017,"Matt","Phillips",2,3,81,2087,32,531.8,370.2,345,3,276,124.7,10,0,3,0.5,54,"4",3.88116914230954
"468","Oliver Burke","Right Winger","1997-04-07T00:00:00Z",20,"Scotland","West Bromwich Albion","Premier League","2017/2018",2017,"Oliver","Burke",0,2,23,356,11,73.9,77.4,75,0,75,22.5,0,0,0,0,49,"4",6.46067415730337
"469","Jonathan Leko","Right Winger","1999-04-24T00:00:00Z",18,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Jonathan","Leko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"4",NA
"470","Rayhaan Tulloch","Second Striker","2001-01-20T00:00:00Z",16,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Rayhaan","Tulloch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,45,"5",NA
"471","Daniel Sturridge","Centre-Forward","1989-09-01T00:00:00Z",27,"England","West Bromwich Albion","Premier League","2017/2018",2017,"Daniel","Sturridge",2,1,32,541,8,205.3,136.2,304,0,131,64.5,3,0,0,0.6,79,"5",5.91497227356747
"472","Asmir Begovic","Goalkeeper","1987-06-20T00:00:00Z",30,"Bosnia-Herzegovina","AFC Bournemouth","Premier League","2017/2018",2017,"Asmir","Begovic",0,0,112,3420,61,20,790.8,0,6,631,80.8,6,0,2,4.1,45,"1",3.27485380116959
"473","Artur Boruc","Goalkeeper","1980-02-20T00:00:00Z",37,"Poland","AFC Bournemouth","Premier League","2017/2018",2017,"Artur","Boruc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,41,"1",NA
"474","Adam Federici","Goalkeeper","1985-01-31T00:00:00Z",32,"Australia","AFC Bournemouth","Premier League","2017/2018",2017,"Adam","Federici",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,40,"1",NA
"475","Aaron Ramsdale","Goalkeeper","1998-05-14T00:00:00Z",19,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Aaron","Ramsdale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,"1",NA
"476","Nathan Aké","Centre-Back","1995-02-18T00:00:00Z",22,"Netherlands","AFC Bournemouth","Premier League","2017/2018",2017,"Nathan","Aké",2,3,102,3352,59,115.1,932.4,287,8,642,133.5,6,0,5,6.1,50,"2",3.04295942720764
"477","Steve Cook","Centre-Back","1991-04-19T00:00:00Z",26,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Steve","Cook",2,1,83,2764,53,65.6,870,271,9,495,120.6,5,0,5,1.1,46,"2",3.00289435600579
"478","Tyrone Mings","Centre-Back","1993-03-13T00:00:00Z",24,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Tyrone","Mings",0,0,3,201,5,14.8,46.6,10,0,40,7.2,0,0,1,0.2,42,"2",1.49253731343284
"479","Jack Simpson","Centre-Back","1997-01-08T00:00:00Z",20,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Jack","Simpson",0,0,1,71,2,0,6.2,0,0,10,0.6,0,0,0,0.2,40,"2",1.40845070422535
"480","Charlie Daniels","Left-Back","1986-09-07T00:00:00Z",30,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Charlie","Daniels",1,3,94,3001,50,479.7,582.2,196,4,587,125.9,6,0,0,6.6,47,"2",3.13228923692103
"481","Adam Smith","Right-Back","1991-04-29T00:00:00Z",26,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Adam","Smith",1,3,56,2067,38,345.5,455,144,3,376,94.5,2,0,6,0.4,48,"2",2.7092404450895
"482","Simon Francis","Right-Back","1985-02-16T00:00:00Z",32,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Simon","Francis",0,1,56,2708,47,418.4,726.8,163,3,491,131,4,1,8,1.3,43,"2",2.06794682422452
"483","Kyle Taylor","Midfielder","1999-08-28T00:00:00Z",17,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Kyle","Taylor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"3",NA
"484","Matt Butcher","Defensive Midfield","1997-05-14T00:00:00Z",20,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Matt","Butcher",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"3",NA
"485","Lewis Cook","Central Midfield","1997-02-03T00:00:00Z",20,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Lewis","Cook",0,2,58,2234,42,423.3,456.4,126,0,337,100.7,3,0,5,1.2,43,"3",2.59623992837959
"486","Dan Gosling","Central Midfield","1990-02-01T00:00:00Z",27,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Dan","Gosling",2,1,59,1941,41,262.2,396.4,274,4,254,93.3,1,0,8,0.1,48,"3",3.03967027305513
"487","Harry Arter","Central Midfield","1989-12-28T00:00:00Z",27,"Ireland","AFC Bournemouth","Premier League","2017/2018",2017,"Harry","Arter",1,0,27,959,13,76.1,146,69,0,156,29.2,3,0,4,0.3,47,"3",2.81543274244004
"488","Andrew Surman","Central Midfield","1986-08-20T00:00:00Z",30,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Andrew","Surman",2,5,82,1851,29,261.1,458,121,9,363,84,5,0,2,3.1,43,"3",4.430037817396
"489","Emerson Hyndman","Central Midfield","1996-04-07T00:00:00Z",21,"United States","AFC Bournemouth","Premier League","2017/2018",2017,"Emerson","Hyndman",0,0,1,58,1,12.5,5,0,0,6,1.8,0,0,0,0,45,"3",1.72413793103448
"490","Ryan Fraser","Left Winger","1994-02-24T00:00:00Z",23,"Scotland","AFC Bournemouth","Premier League","2017/2018",2017,"Ryan","Fraser",5,3,97,2003,38,646.6,492.8,413,13,390,155,2,0,0,0.7,51,"4",4.84273589615577
"491","Junior Stanislas","Left Winger","1989-11-26T00:00:00Z",27,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Junior","Stanislas",5,3,75,1285,22,377.2,394.8,483,7,285,125.1,2,0,1,0.3,57,"4",5.83657587548638
"492","Marc Pugh","Left Winger","1987-04-02T00:00:00Z",30,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Marc","Pugh",0,0,32,974,17,195.5,99.2,224,0,97,51.6,5,0,2,0.1,47,"4",3.28542094455852
"493","Jordon Ibe","Right Winger","1995-12-08T00:00:00Z",21,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Jordon","Ibe",2,6,85,1988,33,602.7,362,610,5,289,157.3,4,0,1,1,46,"4",4.27565392354125
"494","Connor Mahoney","Right Winger","1997-02-12T00:00:00Z",20,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Connor","Mahoney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"4",NA
"495","Joshua King","Second Striker","1992-01-15T00:00:00Z",25,"Norway","AFC Bournemouth","Premier League","2017/2018",2017,"Joshua","King",8,4,110,2450,38,556.7,577,902,10,381,203.7,7,0,3,1.9,70,"5",4.48979591836735
"496","Benik Afobe","Centre-Forward","1993-02-12T00:00:00Z",24,"DR Congo","AFC Bournemouth","Premier League","2017/2018",2017,"Benik","Afobe",0,1,24,534,12,62.6,33.8,219,0,73,31.3,0,0,0,0.2,57,"5",4.49438202247191
"497","Callum Wilson","Centre-Forward","1992-02-27T00:00:00Z",25,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Callum","Wilson",8,2,102,1981,33,288.4,392.2,799,13,282,147.5,6,0,0,4.5,56,"5",5.14891468955073
"498","Jermain Defoe","Centre-Forward","1982-10-07T00:00:00Z",34,"England","AFC Bournemouth","Premier League","2017/2018",2017,"Jermain","Defoe",4,2,60,1075,21,144.9,209.4,539,5,191,88.9,2,0,1,1.4,76,"5",5.58139534883721
"499","Lys Mousset","Centre-Forward","1996-02-08T00:00:00Z",21,"France","AFC Bournemouth","Premier League","2017/2018",2017,"Lys","Mousset",2,0,36,581,16,69.5,120.4,252,3,106,43.9,1,0,1,0.2,49,"5",6.19621342512909
"500","Tim Krul","Goalkeeper","1988-04-03T00:00:00Z",29,"Netherlands","Brighton & Hove Albion","Premier League","2017/2018",2017,"Tim","Krul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,39,"1",NA
"501","Mathew Ryan","Goalkeeper","1992-04-08T00:00:00Z",25,"Australia","Brighton & Hove Albion","Premier League","2017/2018",2017,"Mathew","Ryan",0,0,146,3420,54,0,911.6,0,13,726,91.1,10,0,0,3.4,46,"1",4.26900584795322
"502","Niki Mäenpää","Goalkeeper","1985-01-23T00:00:00Z",32,"Finland","Brighton & Hove Albion","Premier League","2017/2018",2017,"Niki","Mäenpää",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,39,"1",NA
"503","Lewis Dunk","Centre-Back","1991-11-21T00:00:00Z",25,"England","Brighton & Hove Albion","Premier League","2017/2018",2017,"Lewis","Dunk",1,1,97,3420,54,147.8,1002.8,425,7,637,157.9,10,0,7,2.9,45,"2",2.83625730994152
"504","Shane Duffy","Centre-Back","1992-01-01T00:00:00Z",25,"Ireland","Brighton & Hove Albion","Premier League","2017/2018",2017,"Shane","Duffy",0,2,100,3292,52,98.9,1027.6,361,7,614,148.9,10,0,8,2.9,46,"2",3.03766707168894
"505","Uwe Hünemeier","Centre-Back","1986-01-09T00:00:00Z",31,"Germany","Brighton & Hove Albion","Premier League","2017/2018",2017,"Uwe","Hünemeier",0,0,1,17,1,0.3,7,2,0,5,0.9,0,0,0,5.6,38,"2",5.88235294117647
"506","Connor Goldson","Centre-Back","1992-12-18T00:00:00Z",24,"England","Brighton & Hove Albion","Premier League","2017/2018",2017,"Connor","Goldson",0,0,6,199,5,3.5,40.4,55,0,36,9.9,1,0,1,2.6,39,"2",3.01507537688442
"507","Markus Suttner","Left-Back","1987-04-16T00:00:00Z",30,"Austria","Brighton & Hove Albion","Premier League","2017/2018",2017,"Markus","Suttner",0,0,38,1178,18,105.6,187.4,17,3,204,30.8,4,0,0,0.4,42,"2",3.2258064516129
"508","Gaëtan Bong","Left-Back","1988-04-25T00:00:00Z",29,"Cameroon","Brighton & Hove Albion","Premier League","2017/2018",2017,"Gaëtan","Bong",0,0,63,2237,36,154.6,346.2,18,5,369,52.1,6,0,2,0.2,44,"2",2.81627179257935
"509","Ezequiel Schelotto","Right-Back","1989-05-23T00:00:00Z",28,"Italy","Brighton & Hove Albion","Premier League","2017/2018",2017,"Ezequiel","Schelotto",0,0,20,1313,30,99.2,210,73,0,183,38.2,0,0,3,0.1,44,"2",1.52322924600152
"510","Liam Rosenior","Right-Back","1984-07-09T00:00:00Z",32,"England","Brighton & Hove Albion","Premier League","2017/2018",2017,"Liam","Rosenior",0,0,3,163,3,4.7,28.8,2,0,22,3.6,0,0,0,3,39,"2",1.84049079754601
"511","Bruno Saltor Grau","Right-Back","1980-10-01T00:00:00Z",36,"Spain","Brighton & Hove Albion","Premier League","2017/2018",2017,"Bruno","Saltor Grau",0,0,84,2014,23,174.1,360.4,35,8,423,57.2,10,0,3,0.8,45,"2",4.1708043694141
"512","Davy Pröpper","Central Midfield","1991-09-02T00:00:00Z",25,"Netherlands","Brighton & Hove Albion","Premier League","2017/2018",2017,"Davy","Pröpper",0,4,87,3118,50,297.1,535.8,255,1,446,108.9,9,1,2,0.1,53,"3",2.7902501603592
"513","Dale Stephens","Central Midfield","1989-12-12T00:00:00Z",27,"England","Brighton & Hove Albion","Premier League","2017/2018",2017,"Dale","Stephens",0,3,87,3240,50,272.5,625.8,176,2,550,107.7,10,0,6,1.2,45,"3",2.68518518518519
"514","Oliver Norwood","Central Midfield","1991-04-12T00:00:00Z",26,"Northern Ireland","Brighton & Hove Albion","Premier League","2017/2018",2017,"Oliver","Norwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"3",NA
"515","Beram Kayal","Central Midfield","1988-05-02T00:00:00Z",29,"Israel","Brighton & Hove Albion","Premier League","2017/2018",2017,"Beram","Kayal",0,0,25,735,14,137,111.2,48,0,115,29.6,1,0,2,0.1,44,"3",3.40136054421769
"516","Steve Sidwell","Central Midfield","1982-12-14T00:00:00Z",34,"England","Brighton & Hove Albion","Premier League","2017/2018",2017,"Steve","Sidwell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,42,"3",NA
"517","Jayson Molumby","Central Midfield","1999-08-06T00:00:00Z",17,"Ireland","Brighton & Hove Albion","Premier League","2017/2018",2017,"Jayson","Molumby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"3",NA
"518","Pascal Groß","Attacking Midfield","1991-06-15T00:00:00Z",26,"Germany","Brighton & Hove Albion","Premier League","2017/2018",2017,"Pascal","Groß",7,8,164,2928,46,1311,735.4,527,24,635,257.6,10,0,2,15.4,59,"3",5.60109289617486
"519","Jamie Murphy","Left Winger","1989-08-28T00:00:00Z",27,"Scotland","Brighton & Hove Albion","Premier League","2017/2018",2017,"Jamie","Murphy",0,0,6,166,4,15.5,11.8,24,0,25,5.1,0,0,0,0,47,"4",3.6144578313253
"520","Jiri Skalak","Left Winger","1992-03-12T00:00:00Z",25,"Czech Republic","Brighton & Hove Albion","Premier League","2017/2018",2017,"Jiri","Skalak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"4",NA
"521","Anthony Knockaert","Right Winger","1991-11-20T00:00:00Z",25,"France","Brighton & Hove Albion","Premier League","2017/2018",2017,"Anthony","Knockaert",3,1,88,2415,29,557.2,404,530,6,383,149.1,11,1,4,0.6,55,"4",3.64389233954451
"522","Isaiah Brown","Second Striker","1997-01-07T00:00:00Z",20,"England","Brighton & Hove Albion","Premier League","2017/2018",2017,"Isaiah","Brown",0,0,16,302,8,86.2,33.2,25,0,60,14.5,0,0,0,0,52,"5",5.29801324503311
"523","Leonardo Ulloa","Centre-Forward","1986-07-26T00:00:00Z",30,"Argentina","Brighton & Hove Albion","Premier League","2017/2018",2017,"Leonardo","Ulloa",1,0,20,279,4,94.2,68,66,0,66,22.7,1,0,0,0.3,48,"5",7.16845878136201
"524","Jürgen Locadia","Centre-Forward","1993-11-07T00:00:00Z",23,"Netherlands","Brighton & Hove Albion","Premier League","2017/2018",2017,"Jürgen","Locadia",1,1,16,221,8,24.6,50.4,89,2,47,15.8,1,0,0,0,60,"5",7.23981900452489
"525","Glenn Murray","Centre-Forward","1983-09-25T00:00:00Z",33,"England","Brighton & Hove Albion","Premier League","2017/2018",2017,"Glenn","Murray",12,0,111,2184,36,271.8,492.4,779,16,319,153.1,8,0,9,5.7,59,"5",5.08241758241758
"526","Sam Baldock","Centre-Forward","1989-03-15T00:00:00Z",28,"England","Brighton & Hove Albion","Premier League","2017/2018",2017,"Sam","Baldock",0,0,2,30,1,0.8,0.4,6,0,4,0.7,0,0,0,0,49,"5",6.66666666666667
"527","Tomer Hemed","Centre-Forward","1987-05-02T00:00:00Z",30,"Israel","Brighton & Hove Albion","Premier League","2017/2018",2017,"Tomer","Hemed",2,2,43,842,8,66.1,152,227,5,110,44.2,3,0,0,1,46,"5",5.10688836104513
"528","Tom Heaton","Goalkeeper","1986-04-15T00:00:00Z",31,"England","Burnley FC","Premier League","2017/2018",2017,"Tom","Heaton",0,0,8,305,4,0,53.4,0,0,48,5.3,0,0,0,1.7,47,"1",2.62295081967213
"529","Anders Lindegaard","Goalkeeper","1984-04-13T00:00:00Z",33,"Denmark","Burnley FC","Premier League","2017/2018",2017,"Anders","Lindegaard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,"1",NA
"530","Nick Pope","Goalkeeper","1992-04-19T00:00:00Z",25,"England","Burnley FC","Premier League","2017/2018",2017,"Nick","Pope",0,0,152,3114,35,40,862.4,0,19,701,90.1,11,0,3,10.1,50,"1",4.88118175979448
"531","Adam Legzdins","Goalkeeper","1986-11-28T00:00:00Z",30,"England","Burnley FC","Premier League","2017/2018",2017,"Adam","Legzdins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,"1",NA
"532","Ben Mee","Centre-Back","1989-09-21T00:00:00Z",27,"England","Burnley FC","Premier League","2017/2018",2017,"Ben","Mee",0,0,90,2610,27,74.5,748.6,349,6,491,117.3,9,0,5,7.3,49,"2",3.44827586206897
"533","James Tarkowski","Centre-Back","1992-11-19T00:00:00Z",24,"England","Burnley FC","Premier League","2017/2018",2017,"James","Tarkowski",0,1,101,2790,30,98.4,822,253,4,539,117.8,11,0,5,5.1,46,"2",3.62007168458781
"534","Kevin Long","Centre-Back","1990-08-18T00:00:00Z",26,"Ireland","Burnley FC","Premier League","2017/2018",2017,"Kevin","Long",1,2,57,1440,21,64.8,460,220,6,282,74.5,4,0,1,7.5,41,"2",3.95833333333333
"535","Charlie Taylor","Left-Back","1993-09-18T00:00:00Z",23,"England","Burnley FC","Premier League","2017/2018",2017,"Charlie","Taylor",0,0,23,949,12,86.8,184.2,4,0,132,27.5,2,0,3,0.4,42,"2",2.42360379346681
"536","Stephen Ward","Left-Back","1985-08-20T00:00:00Z",31,"Ireland","Burnley FC","Premier League","2017/2018",2017,"Stephen","Ward",1,1,102,2460,27,270.9,498.4,82,9,484,85.4,9,0,1,8.5,48,"2",4.14634146341463
"537","Matthew Lowton","Right-Back","1989-06-09T00:00:00Z",28,"England","Burnley FC","Premier League","2017/2018",2017,"Matthew","Lowton",0,3,89,2295,26,264.9,574.6,46,4,450,89,8,0,1,4.9,44,"2",3.87799564270153
"538","Phil Bardsley","Right-Back","1985-06-28T00:00:00Z",32,"Scotland","Burnley FC","Premier League","2017/2018",2017,"Phil","Bardsley",0,0,33,1125,13,117.5,229.4,35,0,193,38.3,4,0,5,0.3,40,"2",2.93333333333333
"539","Jack Cork","Defensive Midfield","1989-06-25T00:00:00Z",28,"England","Burnley FC","Premier League","2017/2018",2017,"Jack","Cork",2,1,100,3420,39,332.8,589.6,265,6,533,119,12,0,7,3.6,45,"3",2.92397660818713
"540","Ashley Westwood","Defensive Midfield","1990-04-01T00:00:00Z",27,"England","Burnley FC","Premier League","2017/2018",2017,"Ashley","Westwood",0,1,35,1105,17,134.8,182.4,90,1,189,40.7,2,0,2,0.1,43,"3",3.16742081447964
"541","Jeff Hendrick","Central Midfield","1992-01-31T00:00:00Z",25,"Ireland","Burnley FC","Premier League","2017/2018",2017,"Jeff","Hendrick",2,2,85,2326,28,408.2,265.6,335,1,307,100.9,9,0,1,0.2,54,"3",3.65434221840069
"542","Steven Defour","Central Midfield","1988-04-15T00:00:00Z",29,"Belgium","Burnley FC","Premier League","2017/2018",2017,"Steven","Defour",1,1,62,1998,17,310.8,353.8,117,0,353,78.4,12,0,6,0.3,54,"3",3.1031031031031
"543","Dean Marney","Central Midfield","1984-01-31T00:00:00Z",33,"England","Burnley FC","Premier League","2017/2018",2017,"Dean","Marney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"3",NA
"544","Fredrik Ulvestad","Central Midfield","1992-05-19T00:00:00Z",25,"Norway","Burnley FC","Premier League","2017/2018",2017,"Fredrik","Ulvestad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"3",NA
"545","Aiden O'Neill","Central Midfield","1998-07-04T00:00:00Z",18,"Australia","Burnley FC","Premier League","2017/2018",2017,"Aiden","O'Neill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"3",NA
"546","Robbie Brady","Left Midfield","1992-01-14T00:00:00Z",25,"Ireland","Burnley FC","Premier League","2017/2018",2017,"Robbie","Brady",1,4,56,1277,12,477.9,273.8,221,7,216,97.3,6,0,3,0.4,53,"3",4.38527799530149
"547","Scott Arfield","Left Midfield","1988-11-01T00:00:00Z",28,"Canada","Burnley FC","Premier League","2017/2018",2017,"Scott","Arfield",2,2,56,1330,15,120.2,233.2,246,6,185,60.1,6,0,3,0.2,49,"3",4.21052631578947
"548","Dwight McNeil","Left Winger","1999-11-22T00:00:00Z",17,"England","Burnley FC","Premier League","2017/2018",2017,"Dwight","McNeil",0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,45,"4",100
"549","Aaron Lennon","Right Winger","1987-04-16T00:00:00Z",30,"England","Burnley FC","Premier League","2017/2018",2017,"Aaron","Lennon",0,4,65,1906,30,203.2,232.2,297,0,204,73.3,6,0,2,0.2,54,"4",3.4102833158447
"550","Johann Berg Gudmundsson","Right Winger","1990-10-27T00:00:00Z",26,"Iceland","Burnley FC","Premier League","2017/2018",2017,"Johann Berg","Gudmundsson",2,9,117,2831,33,1052,599,539,7,467,219.2,10,0,2,1.9,50,"4",4.13281525962557
"551","Jonathan Walters","Right Winger","1983-09-20T00:00:00Z",33,"Ireland","Burnley FC","Premier League","2017/2018",2017,"Jonathan","Walters",0,0,3,36,2,0.7,1.2,12,0,3,1.1,0,0,0,0.1,51,"4",8.33333333333333
"552","Chris Wood","Centre-Forward","1991-12-07T00:00:00Z",25,"New Zealand","Burnley FC","Premier League","2017/2018",2017,"Chris","Wood",10,1,104,1621,11,203.5,442,692,20,314,133.8,10,0,1,1.7,62,"5",6.41579272054287
"553","Nahki Wells","Centre-Forward","1990-06-01T00:00:00Z",27,"Bermuda","Burnley FC","Premier League","2017/2018",2017,"Nahki","Wells",0,0,9,46,3,3.5,7.2,37,0,20,4.7,0,0,0,0.1,49,"5",19.5652173913043
"554","Sam Vokes","Centre-Forward","1989-10-21T00:00:00Z",27,"Wales","Burnley FC","Premier League","2017/2018",2017,"Sam","Vokes",4,2,63,977,16,128,208.4,384,7,170,71.1,2,0,3,2.1,57,"5",6.44831115660184
"555","Ashley Barnes","Centre-Forward","1989-10-30T00:00:00Z",27,"England","Burnley FC","Premier League","2017/2018",2017,"Ashley","Barnes",9,0,92,2150,23,274.8,407.2,797,9,290,145.8,5,0,10,3.2,53,"5",4.27906976744186
"556","Jonas Lössl","Goalkeeper","1989-02-01T00:00:00Z",28,"Denmark","Huddersfield Town","Premier League","2017/2018",2017,"Jonas","Lössl",0,1,135,3420,58,30,846.8,0,11,701,87.8,10,0,1,6.8,46,"1",3.94736842105263
"557","Joel Coleman","Goalkeeper","1995-09-26T00:00:00Z",21,"England","Huddersfield Town","Premier League","2017/2018",2017,"Joel","Coleman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,39,"1",NA
"558","Terence Kongolo","Centre-Back","1994-02-14T00:00:00Z",23,"Netherlands","Huddersfield Town","Premier League","2017/2018",2017,"Terence","Kongolo",0,0,30,1047,14,52.2,268,47,2,182,36.7,2,0,0,0,44,"2",2.86532951289398
"559","Christopher Schindler","Centre-Back","1990-04-29T00:00:00Z",27,"Germany","Huddersfield Town","Premier League","2017/2018",2017,"Christopher","Schindler",0,2,102,3264,53,107.1,928,149,15,692,119.1,9,1,6,3.2,46,"2",3.125
"560","Michael Hefele","Centre-Back","1990-09-01T00:00:00Z",26,"Germany","Huddersfield Town","Premier League","2017/2018",2017,"Michael","Hefele",0,0,1,32,1,0.1,4,0,0,1,0.4,0,0,1,0.1,42,"2",3.125
"561","Martin Cranie","Centre-Back","1986-09-26T00:00:00Z",30,"England","Huddersfield Town","Premier League","2017/2018",2017,"Martin","Cranie",0,0,2,179,7,1.7,44,2,0,35,4.7,0,0,0,0.2,40,"2",1.11731843575419
"562","Chris Löwe","Left-Back","1989-04-16T00:00:00Z",28,"Germany","Huddersfield Town","Premier League","2017/2018",2017,"Chris","Löwe",0,0,60,1585,26,125.5,266,39,0,321,43,7,0,1,1.1,44,"2",3.78548895899054
"563","Scott Malone","Left-Back","1991-03-25T00:00:00Z",26,"England","Huddersfield Town","Premier League","2017/2018",2017,"Scott","Malone",0,1,41,1110,23,146.8,221.6,97,4,211,46.5,3,0,3,0.2,43,"2",3.69369369369369
"564","Florent Hadergjonaj","Right-Back","1994-07-31T00:00:00Z",22,"Kosovo","Huddersfield Town","Premier League","2017/2018",2017,"Florent","Hadergjonaj",0,1,51,1670,28,381.8,310,95,5,274,78.8,4,0,3,0.1,45,"2",3.05389221556886
"565","Danny Williams","Defensive Midfield","1989-03-08T00:00:00Z",28,"United States","Huddersfield Town","Premier League","2017/2018",2017,"Danny","Williams",0,0,28,1115,22,83,131.4,56,0,134,27,0,0,2,0,48,"3",2.51121076233184
